2021-06-14,Spain,Sweden,0,0,UEFA Euro,Seville,Spain
2021-06-19,Spain,Poland,1,1,UEFA Euro,Seville,Spain
2021-06-23,Spain,Slovakia,5,0,UEFA Euro,Seville,Spain
2021-06-27,Belgium,Portugal,1,0,UEFA Euro,Seville,Spain
2021-09-05,Spain,Georgia,4,0,FIFA World Cup qualification,Badajoz,Spain
2021-11-14,Spain,Sweden,1,0,FIFA World Cup qualification,Seville,Spain
2022-03-25,Cabo Verde,Liechtenstein,6,0,Friendly,San Pedro del Pinatar,Spain
2022-03-26,Finland,Iceland,1,1,Friendly,Murcia,Spain
2022-03-26,Spain,Albania,2,1,Friendly,Barcelona,Spain
2022-03-28,Cabo Verde,San Marino,2,0,Friendly,San Pedro del Pinatar,Spain
2022-03-29,Faroe Islands,Liechtenstein,1,0,Friendly,San Pedro del Pinatar,Spain
2022-03-29,Finland,Slovakia,0,2,Friendly,Murcia,Spain
2022-03-29,Spain,Iceland,5,0,Friendly,La Coruña,Spain
2022-06-02,Spain,Portugal,1,1,UEFA Nations League,Sevilla,Spain
2022-06-05,Argentina,Estonia,5,0,Friendly,Pamplona,Spain
2022-06-05,Peru,New Zealand,1,0,Friendly,Barcelona,Spain
2022-06-05,Saudi Arabia,Colombia,0,1,Friendly,Murcia,Spain
2022-06-09,Saudi Arabia,Venezuela,0,1,Friendly,Murcia,Spain
2022-06-12,Spain,Czech Republic,2,0,UEFA Nations League,Málaga,Spain
